X,Y,Omega,Omegadt,Theta,Thetadt,Psi,d,T
4.610929583368077,-0.035534953327765482,-0.0037930317325561061,-0.012820326566641187,-0.026782619620002696,-0.11057516022892352,0.0,0.02,0
4.6387044920734706,-0.035934183435144089,-0.0039212349982225177,-0.010243970066368235,-0.02788837122229193,0.09610870093682658,0.0,0.02,2
4.6664793036187531,-0.03634011679867679,-0.0040236746988862003,-0.0085922798763832537,-0.026927284212923664,0.3021611021760392,0.0,0.02,2
4.69425401227112,-0.036753030285659141,-0.0041095974976500327,-0.0081036458434672921,-0.023905673191163272,0.10072542886397154,0.0,0,-2
4.7220286199137016,-0.03717268320445348,-0.0041906339560847054,-0.0072084141524808914,-0.022898418902523556,0.30625324083286531,0.0,0.02,2
4.7498031365155384,-0.037598318971163676,-0.0042627180976095146,-0.0063201916785400455,-0.019835886494194904,0.30802000900749299,0.0,0.02,0
4.7775775647055472,-0.038029685392715111,-0.0043259200143949154,-0.0074763655568507994,-0.016755686404119972,0.10602745133320887,0.0,-0.02,-2
4.8053519153559456,-0.038466015795397379,-0.0044006836699634231,-0.0075520906565610798,-0.015695411890787884,-0.095681730390508896,0.0,-0.02,-2
4.8331261998186763,-0.038906539182880666,-0.0044762045765290338,-0.0090356226484868737,-0.016652229194692975,-0.29737235204076828,0.0,-0.02,-2
4.860900421708533,-0.039350990175266741,-0.0045665608030139027,-0.0079650547977652454,-0.019625952715100658,-0.29515773864653133,0.0,0.02,0
4.8886745766030497,-0.039799608238882782,-0.0046462113509915552,-0.0068065191199215506,-0.022577530101565969,-0.08966389507119199,0.0,0.02,2
4.9164486517328001,-0.040253137685076698,-0.0047142765421907705,-0.0052572177554656872,-0.02347416905227789,0.11554599368114646,0.0,0.02,2
4.9442226340237223,-0.04071231736137456,-0.0047668487197454271,-0.0052634545176351213,-0.022318709115466427,0.11683452744474099,0.0,0,0
4.9719965185686448,-0.041177371720467433,-0.0048194832649217784,-0.0034552575156023661,-0.021150363841019017,0.32166621408867591,0.0,0.02,2
4.9997703090281931,-0.041648011477290622,-0.0048540358400778021,-0.0018858472571979465,-0.017933701700132258,0.11897146666857372,0.0,0.02,-2
5.0275440092925301,-0.042123944138884512,-0.0048728943126497819,-0.0020659739207045274,-0.016743987033446522,-0.084107940128588354,0.0,0,-2
5.0553176322920503,-0.04260436452992325,-0.0048935540518568275,-0.0002634982409145416,-0.017585066434732406,-0.083601573971552934,0.0,0.02,0
5.0830911824989027,-0.043088974867263562,-0.0048961890342659733,0.001042582310502657,-0.018421082174447937,-0.083536991069368002,0.0,0.02,0
5.110864655575317,-0.043577985649629843,-0.0048857632111609468,0.0016970033089193878,-0.019256452085141616,-0.28733415021155478,0.0,0,-2
5.1386380471058821,-0.044071606112696941,-0.0048687931780717533,0.0025201632820934568,-0.022129793587257165,-0.084208458132951858,0.0,0,2
5.1664113525737827,-0.044570045334962199,-0.0048435915452508188,0.0032162993848749467,-0.022971878168586684,0.11871547905026522,0.0,0.02,2
5.1941845581007335,-0.045074022546098387,-0.0048114285514020694,0.0035694287463740515,-0.021784723378084032,0.11792717037750175,0.0,0,0
